phone_whatsapp,wa_verified,school_name,city,country,segment,lpr_name,lpr_instagram,school_instagram,website,lpr_status,hook,source_url,source,branches,google_rating,google_reviews,ig_followers,runs_ads,scale_score,tier,extra_phones
+77058715359,true,Перспектива (УМЦ),Усть-Каменогорск,KZ,abroad,,,@umtsperspektiva,https://perspektiva.center,C,"16 лет на рынке, собственный сайт и домен",https://perspektiva.center/,wa_link,,,,,yes,4,whale,
+77717138883,false,Study Inn,Шымкент,KZ,abroad,,,@studyinn,https://studyinn.kz,C,"Образовательный холдинг с 2008 года, свой Cambridge Exam Centre",https://studyinn.kz/,site_text,,,,2410,no,4,whale,+77075522335;+77717722059;+77085850259;+77273410893;+77016547888;+77051370353
+77772166789,true,Lanto Education,Алматы,KZ,ielts,,,@lanto.kz,https://lanto.kz,C,готовит к IELTS и TOEFL с 2004 года,https://lanto.kz/,wa_link,,,,,yes,4,whale,
+77761235703,true,Lingaphone,Алматы,KZ,ielts,,,@lingaphonekz,https://lingaphone.kz,C,,https://lingaphone.kz/,wa_link,,,,,yes,4,whale,
+996770880099,true,Центр IELTS в Кыргызстане,Бишкек,KG,ielts,,,,https://ielts.kg,C,единственный аккредитованный British Council центр IELTS в КР,https://ielts.kg/,wa_link,,,,,yes,4,whale,+996701880099
+996553450989,true,JEDI (Жалал-Абадский институт образования и усовершенствования),Джалал-Абад,KG,ielts,,,@jedieducation2006,https://www.jedi.kg,C,собственный сайт с каталогом курсов; институт образования и усовершенствования в Жалал-Абаде,https://www.jedi.kg/view_course_ru.php?id=10,wa_link,2,,,,yes,4,whale,
+77010041405,false,Scholarships,Кызылорда,KZ,ielts,,,@scholarships.kz,https://scholarships.kz,C,"Авторизованный British Council регистрационный центр IELTS, обучаем с 2016 года",https://scholarships.kz/kyzylorda_online_ielts,tel_link,,,,,yes,4,whale,
+77475253857,true,InterGlobal,Семей,KZ,ielts,,,,,C,"3 филиала в Семее, на рынке с 2016 года",https://ig1semey.orgs.biz/,wa_link,3,,,,no,4,whale,+77073013672;+77084670863;+77475252857;+77076919737;+77076911937
+77767892020,true,Study Link,Уральск,KZ,ielts,,,@studylink_uralsk,https://studylink.kz/uralsk,C,сеть Study Link: свой LMS и личный кабинет студента,https://studylink.kz/uralsk,wa_link,,,,,yes,4,whale,+77769151838;+77017709147
+996504775557,true,School Club,Бишкек,KG,ent,,,@schoolclubkg,https://schoolclub.kg,C,"сеть из 5 филиалов, Лицензия E2020-0090 от 20.12.2020",https://schoolclub.kg/,wa_link,5,,,,no,4,whale,
+996553936082,true,Чудо-Чадо,Бишкек,KG,ent,,,@chudochado.kg,https://chudo-chado.kg,C,"Лицензия на право ведения образовательной деятельности, 27 лет на рынке",https://chudo-chado.kg/,wa_link,,,,,yes,4,whale,
+77076363613,false,Dostyq School Kyzylorda,Кызылорда,KZ,ent,,,@dostyq.kyzylorda,https://dostyqbilim.kz,C,Сеть «Достық»: 28 филиалов по Казахстану с 2003 года,https://ba.prg.kz/431010000-kyzylorda/210940030156-too-dostyq-school-kyzylorda/,catalog,28,,,8549,no,4,whale,+77242704084
+996772824808,true,Илим-Ош,Ош,KG,ent,,,@ilim_school,https://ilim.kg,C,"сеть из 2 филиалов, Лицензия МОиНКР № LB 145000141",https://mektep.pro/profile:1538/?hl=ru,wa_link,2,,,,no,4,whale,+996504821010;+996773689569
+77232703007,false,Ustudy,Усть-Каменогорск,KZ,ent,,,@ustudy_vko,https://ustudy.kz,C,"Региональный центр тестирования ВКО, официальный партнёр НЦТ",https://ust-kamenogorsk.spravka.kz/uchebnye-centry/regionalnyj-centr-testirovania-ustudy,tel_link,,,,,yes,4,whale,
+77059575150,false,IT STEP (Компьютерная Академия ШАГ),Алматы,KZ,other,,,@itstep.almaty,https://almaty.itstep.org,C,"международная IT-академия, работает с 1999 года, филиалы по Казахстану",https://almaty.itstep.org/,tel_link,,,,,no,4,whale,+77055936395
+77783095500,false,Leas,Алматы,KZ,other,,,@leas.kz,https://leas.kz,C,"робототехника и LEGO Education, официальный партнёр Lego, команды-победители First Lego League",https://leas.kz/,tel_link,,,,,yes,4,whale,+77772367070;+77770256161;+77279715351;+77279789596
+77027037636,false,Advance (центр интеллектуального развития),Астана,KZ,other,,,,https://advancecenter.kz,C,"сеть центров интеллектуального развития, работает с 2014 года, личный кабинет ученика",https://advancecenter.kz/ru,site_text,,,,,no,4,whale,+77755227733;+77055227733
+77084252291,true,Kinderly (сеть центров развития детей),Астана,KZ,other,,,@kinderly_astana,https://kinderly-astana.kz,C,7 филиалов в Астане (левый берег),https://kinderly-astana.kz/,wa_link,7,,,,yes,4,whale,+77007253535;+77172252291
+77070600504,false,Бэби-клуб (центр развития детей),Астана,KZ,other,,,,https://baby-club.ru/clubs/nursultan/13magistral/,C,"сеть центров развития малышей с 2000 года, клуб на 13 магистрали (Астана)",https://baby-club.ru/clubs/nursultan/13magistral/,tel_link,,,,,no,4,whale,+77172683753
+996708880141,false,KIBERone Бишкек,Бишкек,KG,other,,,@bishkek.kiber.one,https://kiber-one.kg,C,,https://kiber-one.kg/,tel_link,,,,,no,4,whale,
+996708007555,false,IQ007 Бишкек,Бишкек,KG,other,,,,https://iq007.ru,C,лицензия,https://iq007.ru/citylist/bishkek,tel_link,,,,,no,4,whale,
+77084396200,false,KIBERone Караганда,Караганда,KZ,other,,,@krg.kiber.one,https://karaganda.kiber-one.kz,C,,https://karaganda.kiber-one.kz/,tel_link,,,,,yes,4,whale,
+77077618757,true,FasTracKids Павлодар,Павлодар,KZ,other,,,@fastrackids_pavlodar,http://pavlodar.fastrackids.kz,C,,http://pavlodar.fastrackids.kz/,wa_link,,,,,no,4,whale,+77182618757
+77078865731,true,KnewIT,Усть-Каменогорск,KZ,other,,,@knewit.kz,https://knewit.kz/,C,"школа программирования для детей и подростков, есть филиалы",https://knewit.kz/obuchenie-programmirovaniyu-v-ust-kamenogorske/,wa_link,,,,,yes,4,whale,+77019380463
+77710833383,true,IT STEP Academy,Шымкент,KZ,other,,,@itstep.shymkent,https://shymkent.itstep.org,C,,https://shymkent.itstep.org/ru/contacts,wa_link,,,,,no,4,whale,+77719499600
+77711086998,true,Ronalyn English Academy,Актобе,KZ,ielts,Rona de Claro,@rona_de_claro,@ronalyn_aktobe,https://www.ronalyn-ielts.kz,A,"официальный центр сдачи IELTS (IDP), два филиала в Актобе",https://taplink.cc/ronalyn_aktobe,wa_link,2,,,6175,no,3,whale,+77029724608;+77010847797
+77785883388,false,Big Ben Group,Актобе,KZ,abroad,Aigul Tashenbayeva,,,,B,"2 филиала в Актобе, консультант с аккредитацией ICEF",https://educationagentsguide.com/kazakhstan/41418.htm,catalog,2,5.0,13,,no,3,whale,
+77075450404,true,Destination,Актобе,KZ,abroad,Роман Лушаков,,@destination.aktobe,,B,"сеть из 12 филиалов: Уральск, Аксай, Самара, Актобе",https://taplink.cc/destination.aktobe,wa_link,12,,,,no,3,whale,
+77752194343,true,Nova Education,Астана,KZ,abroad,Адилбек Садыков,,@novaedu.kz,https://novaedu.kz,B,"Агентство с аккредитацией ICEF, активная реклама Meta/Google",https://novaedu.kz/,wa_link,,,,20000,yes,3,whale,
+996700500300,true,World of Education,Бишкек,KG,abroad,Bolushbek Abdyzhaparov,,@woe.kg,https://woe.kg,B,с 2009 года отправили более 1500 студентов за рубеж,https://woe.kg/,wa_link,,,,,yes,3,whale,
+996775469111,true,K-Land Center,Ош,KG,abroad,Манишов Алтынбек Джанишбекович,,@k_land_center,https://k-land.center,B,350+ студентов поступили в вузы Кореи с 2018,https://k-land.center/,wa_link,,,,14000,no,3,whale,+996553469111
+77024818685,true,Fast Speak,Астана,KZ,ielts,Жанара Байшоканова,,@fast_speak_astana,https://fastspeak.kz,B,"13 000 подписчиков в Instagram, работает с 2011",https://fastspeak.kz/,wa_link,,,,13000,yes,3,whale,+77172628310
+77019814646,true,PREP School,Атырау,KZ,ielts,Роман Каримов,,@prepkz,https://prep.kz,B,курсы английского и регистрационный центр IELTS в Атырау,https://prep.kz/,wa_link,,,,,yes,3,whale,+77751200121;+77788981804
+77064105356,true,Bilim Station,Актобе,KZ,abroad,,,@bilim.station,https://bilimstation.kz,C,Отправляют студентов в Турцию с 2019 года,https://bilimstation.kz/,wa_link,,,,,yes,3,whale,+77083897279;+77476870269
+77019372130,true,Nihao,Астана,KZ,abroad,,,@nihao_edu,https://ni-hao.kz,C,"Аккредитация British Council, на рынке с 2011 года",http://ni-hao.kz/o-nas,wa_link,,,,,no,3,whale,+77014434929
+77782759915,true,Bilim EAC,Караганда,KZ,abroad,,,@bilimkaraganda,https://www.bilimkaraganda.org,C,"Центр EducationUSA, работает с 1995 года",https://www.bilimkaraganda.org/,wa_link,,,,3866,yes,3,whale,
+77001277788,false,GSC Study,Шымкент,KZ,abroad,,,@gscstudy,https://gscstudy.kz,C,,https://shymkent.spravker.ru/obuchenie-za-rubezhom/,catalog,,,,,yes,3,whale,
+77078332749,true,Hogwarts English School,Актобе,KZ,ielts,,,@hogwarts_englishschool_kz,https://hogwartss-edu.kz,C,"экзаменационный центр, партнёр IDP и Cambridge, 129 отзывов",https://hogwartss-edu.kz/hogwarts,wa_link,,4.9,129,3683,yes,3,whale,+77076562196
+77756662350,true,Fastrack International Language Centre,Алматы,KZ,ielts,,,@fastrack_centre,https://fastrack.kz,C,"12 тыс подписчиков Instagram, на рынке с 2006 года",https://fastrack.kz/,wa_link,,,,12000,yes,3,whale,+77273399175
+77786967502,true,World Citizen,Алматы,KZ,ielts,,,@world_citizen.kz,https://world-citizen.kz,C,"12 языков, школа работает с 2017 года",https://world-citizen.kz/,wa_link,,,,,yes,3,whale,
+77054986969,true,Study-YES (SYES),Алматы,KZ,ielts,,,@study_y.e.s,https://study-yes.kz,C,,https://www.study-yes.kz/,wa_link,,,,,yes,3,whale,
+77273292712,false,ELCA,Алматы,KZ,ielts,,,,https://elca.kz,C,,https://elca.kz/contacts.html,site_text,,,,,yes,3,whale,
+77000427788,true,Oxford,Астана,KZ,ielts,,,@oxford_astana,https://oxfordastana.kz,C,"8 филиалов в Астане, 10+ лет опыта",https://oxfordastana.kz/,wa_link,8,,,,no,3,whale,+77011889521
+77770110102,true,LTC,Астана,KZ,ielts,,,,,C,"4 филиала в Астане, более 10 лет обучения",https://taplink.cc/ltc.astana,wa_link,4,,,,no,3,whale,
+77073047899,true,Manhattan,Астана,KZ,ielts,,,@manhattan_school_astana,https://manhattan-school-translator.kz,C,17 лет на рынке,https://manhattan-school-translator.kz/,wa_link,,,,,yes,3,whale,+77073865520;+77172304789
+77013006780,false,British Council,Атырау,KZ,ielts,,,,,C,официальный центр приёма IELTS в Атырау,https://prep.kz/atyrau/,site_text,,,,,no,3,whale,+77013006781
+77025426990,true,Via Lingua,Караганда,KZ,ielts,,,@via_lingua,http://via-lingua.kz,C,Школа с 2011 года со своей командой клиентского сервиса,http://via-lingua.kz/,wa_link,,,,,yes,3,whale,+77014193280;+77774864722
+77787755580,true,TopTier,Караганда,KZ,ielts,,,@toptier_ielts,https://www.toptier.kz,C,Авторизованный регистрационный центр British Council по IELTS,https://www.toptier.kz/karaganda,wa_link,,,,,yes,3,whale,
+77762432264,true,SBTC,Караганда,KZ,ielts,,,@sbtc.kz,https://sbtc.kz,C,Более 32 лет обучают английскому в Караганде,https://sbtc.kz/ru/page/kontakty,wa_link,,,,6290,yes,3,whale,+77212432264
+77054241818,true,Perfect Study,Караганда,KZ,ielts,,,@perfectstudy.kz,https://perfectstudy.kz,C,,https://perfectstudy.kz/,wa_link,,,,,yes,3,whale,
+77003630408,true,Study On,Шымкент,KZ,ielts,,,@study_on_shym,https://study-on.kz,C,два филиала в Шымкенте,https://study-on.kz/,wa_link,22,,,1553,yes,3,whale,
+77779500511,true,EDTECH,Алматы,KZ,ent,,,@edtech_offline,https://edtech.kz,C,"2 филиала, ҰБТ-дайындық с гарантией поступления",https://edtech.kz/ru/,wa_link,2,,,,no,3,whale,+77779500502;+77779500512
+77003353428,true,OnStudy,Алматы,KZ,ent,,,,https://onstudy.kz,C,собственная онлайн-платформа ЕНТ с доступом 24/7,https://onstudy.kz/,wa_link,,,,,yes,3,whale,+77005555999
+77074381153,true,MIRAS Academy,Алматы,KZ,ent,,,@miras.academy,https://miras-edu.kz,C,,https://miras-edu.kz/,wa_link,,,,,yes,3,whale,+77002029324;+77002029389;+77477402209;+77007909030
+77751102223,false,Booster,Астана,KZ,ent,,,@booster_kz,https://booster-edu.kz,C,"3 филиала в Астане, 17 тыс. подписчиков Instagram",https://booster-edu.kz/,tel_link,3,,,17000,no,3,whale,
+77475556671,true,Честный образовательный центр,Караганда,KZ,ent,,,@today_education,,C,"филиалы в трёх городах, 15K подписчиков в Instagram",https://taplink.cc/today_education,wa_link,3,,,15000,no,3,whale,
+77003956509,false,КарТУ — подготовка к ЕНТ,Караганда,KZ,ent,,,@saginov.tech,https://kstu.kz,C,Государственный технический университет,https://www.kstu.kz/podgotovka-k-ent/?lang=ru,site_text,,,,,yes,3,whale,+77710310210
+77001250891,true,125 High School,Тараз,KZ,ent,,,@125highschool.kz,https://125highschool.kz,C,сеть из 17 филиалов,https://125highschool.kz/,wa_link,17,,,,no,3,whale,
+77002000421,true,Qiber School,Актау,KZ,other,,,@qiberschool,https://qiber.org,C,,https://qiber.org/contacts/,wa_link,,,,,yes,3,whale,
+77772039595,true,Alim Academy,Алматы,KZ,other,,,@alim_academy_almaty,https://alimacademy.kz,C,,https://alimacademy.kz/,wa_link,,,,,yes,3,whale,+77714446343
